113;157;228;222;land;false;plains;1
114;204;162;248;land;false;plains;1
115;170;188;200;land;false;plains;1
116;117;171;240;land;false;plains;1
117;215;160;174;land;true;plains;1
118;199;103;200;land;false;forest;1
119;198;90;230;land;false;forest;1
120;116;246;230;land;false;forest;1
121;243;58;219;land;false;plains;1
122;182;196;155;land;false;plains;1
123;89;247;231;land;false;forest;1
124;234;189;143;land;false;forest;1
125;154;233;181;land;false;forest;1
126;174;161;226;land;false;plains;1
127;240;113;160;land;true;jungle;1
128;238;174;164;land;false;forest;1
129;207;210;189;land;false;plains;1
130;202;206;194;land;false;mountain;1
131;241;248;78;land;false;desert;1
132;253;156;210;land;false;forest;1
133;218;81;226;land;false;hills;1
134;214;242;124;land;false;plains;1
135;228;144;179;land;false;forest;1
136;149;200;171;land;false;plains;1
137;73;188;240;land;false;desert;1
138;179;134;225;land;false;desert;1
139;106;245;237;land;false;hills;1
140;183;152;179;land;false;plains;1
141;127;184;249;land;false;forest;1
142;109;163;234;land;false;plains;1
143;184;153;241;land;false;mountain;1
144;206;249;198;land;false;forest;1
145;221;80;220;land;false;forest;1
146;216;80;250;land;false;desert;1
147;138;236;163;land;false;forest;1
148;254;204;240;land;false;plains;1
149;191;216;123;land;false;mountain;1
150;173;148;241;land;true;mountain;1
151;138;232;240;land;false;forest;1
152;161;137;223;land;false;plains;1
153;230;230;149;land;false;plains;1
154;229;239;178;land;true;forest;1
155;231;229;160;land;false;forest;1
156;203;125;235;land;false;forest;1
157;205;82;240;land;false;plains;1
158;208;210;230;land;true;plains;1
159;165;224;158;land;true;plains;1
160;220;187;131;land;false;plains;1
161;180;122;235;land;false;plains;1
162;49;246;237;land;false;plains;1
163;211;238;252;land;false;forest;1
164;250;146;114;land;false;plains;1
165;186;167;200;land;false;desert;1
166;199;192;153;land;false;plains;1
167;221;231;240;land;false;plains;1
168;197;200;216;land;true;plains;1
169;240;250;42;land;false;plains;1
170;221;124;166;land;false;plains;1
171;245;166;96;land;false;desert;1
172;244;191;115;land;false;plains;1
173;193;230;185;land;false;plains;1
174;238;62;234;land;false;forest;1
175;241;33;254;land;false;plains;1
176;159;254;244;land;false;plains;1
177;156;247;213;land;false;desert;1
178;236;243;124;land;false;forest;1
179;139;204;233;land;false;forest;1
180;179;188;218;land;false;mountain;1
181;199;57;246;land;false;forest;1
182;222;162;212;land;false;mountain;1
183;79;193;249;land;true;plains;1
184;194;92;246;land;false;forest;1
185;208;166;173;land;false;forest;1
186;184;183;213;land;false;forest;1
187;245;86;234;land;false;forest;1
188;172;184;183;land;false;hills;1
189;252;207;239;land;false;forest;1
190;231;146;172;land;false;forest;1
191;235;116;208;land;false;jungle;1
192;225;203;208;land;false;plains;1
193;238;225;124;land;false;plains;1
194;228;205;180;land;false;desert;1
195;97;219;248;land;true;plains;1
196;239;185;81;land;false;forest;1
197;147;216;151;land;false;desert;1
198;219;137;148;land;false;desert;1
199;119;163;227;land;false;forest;1
200;50;245;233;land;true;plains;1
201;240;179;109;land;false;forest;1
202;206;211;163;land;false;forest;1
203;253;234;114;land;false;forest;1
204;252;101;155;land;false;forest;1
205;186;166;169;land;true;plains;1
206;253;63;233;land;false;forest;1
207;237;215;226;land;false;plains;1
208;216;93;249;land;false;desert;1
209;205;228;170;land;true;plains;1
210;186;164;175;land;false;desert;1
211;71;226;242;land;true;desert;1
212;140;248;172;land;false;plains;1
213;69;228;236;land;true;jungle;1
214;204;232;135;land;false;desert;1
215;223;140;240;land;false;plains;1
216;204;136;206;land;false;forest;1
217;222;126;217;land;false;plains;1
218;252;124;238;land;false;desert;1
219;103;228;189;land;false;forest;1
220;235;187;252;land;false;plains;1
221;204;194;106;land;false;forest;1
222;150;195;166;land;true;hills;1
223;244;239;205;land;false;plains;1
224;241;246;116;land;true;urban;1
225;219;190;189;land;false;hills;1
226;241;249;30;land;false;plains;1
227;225;120;180;land;false;jungle;1
228;191;94;240;land;false;plains;1
229;199;157;209;land;false;forest;1
230;227;98;238;land;false;plains;1
231;235;136;219;land;false;plains;1
232;193;228;112;land;false;plains;1
233;125;223;230;land;false;forest;1
234;171;169;226;land;false;plains;1
235;168;180;163;land;false;forest;1
236;172;244;237;land;false;plains;1
237;229;170;124;land;false;plains;1
238;205;232;141;land;false;forest;1
239;201;51;253;land;false;plains;1
240;228;245;246;land;false;desert;1
241;142;185;246;land;false;forest;1
242;228;221;61;land;false;desert;1
243;248;204;61;land;false;mountain;1
244;233;127;223;land;false;hills;1
245;57;251;248;land;false;plains;1
246;97;249;234;land;true;plains;1
247;211;244;238;land;false;forest;1
248;179;126;199;land;false;plains;1
249;44;250;245;land;false;plains;1
250;211;106;205;land;false;plains;1
251;234;82;247;land;false;forest;1
252;204;194;227;land;false;mountain;1
253;240;127;148;land;false;forest;1
254;186;232;199;land;false;plains;1
255;166;121;248;land;true;jungle;1
256;219;132;161;land;false;mountain;1
257;165;200;174;land;false;forest;1
258;204;244;194;land;false;plains;1
259;145;227;237;land;true;hills;1
260;155;242;217;land;false;plains;1
261;213;57;241;land;true;jungle;1
262;89;209;252;land;false;forest;1
263;244;43;234;land;false;forest;1
264;135;247;120;land;false;hills;1
265;202;153;222;land;false;plains;1
266;239;167;109;land;false;desert;1
267;236;220;184;land;false;forest;1
268;219;201;143;land;false;plains;1
269;193;250;201;land;false;mountain;1
270;118;242;217;land;false;plains;1
271;250;210;158;land;false;plains;1
272;251;217;149;land;false;forest;1
273;136;150;245;land;false;forest;1
274;233;202;84;land;true;plains;1
275;115;240;211;land;false;plains;1
276;184;220;136;land;false;plains;1
277;112;198;209;land;false;forest;1
278;118;253;181;land;false;plains;1
279;156;253;252;land;false;forest;1
280;237;53;254;land;false;jungle;1
281;233;250;221;land;false;forest;1
282;182;182;210;land;true;plains;1
283;153;225;184;land;true;plains;1
284;246;127;227;land;false;forest;1
285;198;239;222;land;false;jungle;1
286;94;248;230;land;true;plains;1
287;160;125;235;land;false;plains;1
288;145;200;208;land;false;desert;1
289;239;179;207;land;false;forest;1
290;230;233;71;land;false;plains;1
291;50;247;233;land;false;plains;1
292;175;148;179;land;false;forest;1
293;170;136;248;land;true;plains;1
294;239;241;168;land;false;forest;1
295;44;254;241;land;false;plains;1
296;179;117;246;land;false;desert;1
297;115;250;155;land;false;plains;1
298;253;235;133;land;false;plains;1
299;153;238;184;land;false;forest;1
300;227;197;118;land;true;jungle;1
301;217;224;183;land;false;jungle;1
302;157;95;251;land;false;plains;1
303;82;201;225;land;false;hills;1
304;233;144;189;land;false;mountain;1
305;234;185;121;land;false;mountain;1
306;222;123;209;land;false;desert;1
307;236;240;181;land;false;plains;1
308;213;168;151;land;false;mountain;1
309;189;214;210;land;false;mountain;1
310;245;140;171;land;false;desert;1
311;244;249;138;land;false;forest;1
312;207;220;200;land;false;plains;1
313;104;222;202;land;false;plains;1
314;129;171;235;land;false;mountain;1
315;100;222;212;land;false;plains;1
316;237;59;233;land;false;desert;1
317;182;224;236;land;false;forest;1
318;211;194;219;land;false;plains;1
319;135;225;143;land;false;forest;1
320;250;243;254;land;false;forest;1
321;190;172;253;land;false;forest;1
322;210;174;218;land;false;plains;1
323;235;238;230;land;false;desert;1
324;200;208;144;land;false;plains;1
325;230;169;187;land;false;plains;1
326;100;219;234;land;true;plains;1
327;113;177;215;land;false;forest;1
328;102;238;254;land;true;plains;1
329;197;119;192;land;false;forest;1
330;213;107;210;land;false;desert;1
331;174;161;201;land;false;plains;1
332;116;174;244;land;false;forest;1
333;134;157;226;land;false;plains;1
334;194;112;224;land;false;plains;1
335;222;147;239;land;false;desert;1
336;53;246;212;land;false;forest;1
337;130;204;168;land;true;mountain;1
338;252;119;250;land;false;forest;1
339;134;200;191;land;false;plains;1
340;251;155;104;land;false;plains;1
341;230;235;176;land;false;forest;1
342;209;244;237;land;false;forest;1
343;213;109;252;land;true;plains;1
344;80;215;223;land;false;plains;1
345;239;247;20;land;false;plains;1
346;168;108;242;land;false;forest;1
347;111;252;158;land;false;forest;1
348;70;192;245;land;false;plains;1
349;139;214;176;land;false;plains;1
350;193;212;171;land;false;plains;1
351;211;104;211;land;false;desert;1
352;121;203;236;land;false;forest;1
353;245;132;158;land;true;plains;1
354;232;225;233;land;false;forest;1
355;198;96;239;land;false;mountain;1
356;135;246;247;land;false;hills;1
357;230;124;193;land;false;forest;1
358;253;183;128;land;true;plains;1
359;121;171;219;land;true;forest;1
360;227;218;105;land;false;plains;1
361;216;98;253;land;false;plains;1
362;228;230;189;land;false;plains;1
363;218;238;147;land;false;forest;1
364;218;221;214;land;true;urban;1
365;214;189;108;land;true;plains;1
366;232;239;198;land;false;forest;1
367;243;123;220;land;false;forest;1
368;176;181;197;land;false;plains;1
369;138;250;254;land;true;urban;1
370;242;203;182;land;false;plains;1
371;163;214;141;land;false;desert;1
372;232;223;116;land;false;plains;1
373;254;116;222;land;true;desert;1
374;140;247;213;land;false;forest;1
375;245;180;156;land;false;mountain;1
376;174;126;205;land;false;desert;1
377;85;210;249;land;false;forest;1
378;222;201;91;land;false;desert;1
379;159;228;192;land;false;plains;1
380;102;222;206;land;false;forest;1
381;247;197;212;land;false;forest;1
382;204;123;187;land;false;forest;1
383;205;203;208;land;false;forest;1
384;237;218;47;land;false;hills;1
385;200;200;217;land;true;plains;1
386;241;49;237;land;false;forest;1
387;85;213;208;land;false;forest;1
388;212;241;144;land;false;forest;1
389;219;201;190;land;false;forest;1
390;143;206;214;land;false;plains;1
391;118;209;253;land;true;plains;1
392;229;114;166;land;false;forest;1
393;155;169;245;land;false;desert;1
394;127;185;249;land;false;plains;1
395;243;232;53;land;false;forest;1
396;230;168;175;land;false;forest;1
397;245;248;71;land;false;forest;1
398;200;141;235;land;false;jungle;1
399;201;213;190;land;true;hills;1
400;254;160;114;land;false;desert;1
401;224;125;234;land;false;plains;1
402;196;207;149;land;false;forest;1
403;250;143;201;land;false;hills;1
404;207;148;166;land;true;plains;1
405;251;217;216;land;false;plains;1
406;218;173;167;land;true;plains;1
407;219;153;136;land;true;plains;1
408;214;168;184;land;false;desert;1
409;221;207;236;land;false;plains;1
410;198;199;138;land;false;plains;1
411;242;216;143;land;true;mountain;1
412;218;219;64;land;true;plains;1
413;246;188;200;land;false;mountain;1
414;215;232;254;land;false;plains;1
415;182;240;249;land;true;plains;1
416;163;237;212;land;true;plains;1
417;252;172;200;land;false;desert;1
418;245;200;237;land;false;mountain;1
419;127;198;213;land;false;forest;1
420;221;114;168;land;true;desert;1
421;150;230;187;land;false;forest;1
422;166;127;221;land;false;plains;1
423;53;252;244;land;false;forest;1
424;185;250;127;land;false;plains;1
425;252;188;68;land;false;plains;1
426;210;55;248;land;false;plains;1
427;211;86;254;land;false;plains;1
428;216;173;172;land;false;hills;1
429;243;81;221;land;false;plains;1
430;220;251;167;land;false;desert;1
431;135;205;248;land;true;plains;1
432;204;164;219;land;true;forest;1
433;199;192;123;land;false;mountain;1
434;162;200;228;land;false;forest;1
435;178;142;214;land;false;plains;1
436;115;189;250;land;false;mountain;1
437;203;213;86;land;false;plains;1
438;240;250;232;land;false;plains;1
439;170;181;239;land;false;mountain;1
440;245;215;171;land;false;plains;1
441;179;237;201;land;false;forest;1
442;116;237;199;land;true;forest;1
443;124;252;137;land;false;forest;1
444;173;233;134;land;false;plains;1
445;182;184;196;land;false;desert;1
446;172;245;120;land;true;plains;1
447;193;146;190;land;false;mountain;1
448;207;147;201;land;false;hills;1
449;113;251;240;land;false;desert;1
450;208;206;226;land;false;desert;1
451;225;237;247;land;false;plains;1
452;236;214;86;land;false;forest;1
453;223;168;252;land;false;forest;1
454;162;153;210;land;false;forest;1
455;192;169;213;land;false;forest;1
456;81;253;247;land;false;mountain;1
457;102;242;216;land;false;forest;1
458;165;242;131;land;false;forest;1
459;170;254;179;land;false;hills;1
460;238;198;87;land;false;desert;1
461;115;175;239;land;true;plains;1
462;209;199;140;land;false;jungle;1
463;167;113;225;land;true;jungle;1
464;245;196;246;land;false;forest;1
465;145;171;217;land;false;mountain;1
466;229;225;82;land;false;desert;1
467;113;207;247;land;false;plains;1
468;197;171;133;land;false;mountain;1
469;191;175;245;land;false;plains;1
470;252;208;144;land;false;hills;1
471;237;157;244;land;false;mountain;1
472;178;224;191;land;false;plains;1
473;209;118;175;land;false;forest;1
474;209;97;252;land;false;desert;1
475;232;197;162;land;false;mountain;1
476;195;202;220;land;false;mountain;1
477;236;224;89;land;false;forest;1
478;226;217;120;land;false;plains;1
479;234;247;162;land;false;plains;1
480;150;127;241;land;true;plains;1
481;135;239;127;land;false;forest;1
482;180;244;208;land;false;plains;1
483;213;238;69;land;false;plains;1
484;209;232;170;land;false;plains;1
485;180;132;237;land;false;forest;1
486;250;23;233;land;false;plains;1
487;110;175;216;land;false;forest;1
488;65;197;252;land;false;forest;1
489;199;175;186;land;true;forest;1
490;170;199;155;land;false;desert;1
491;238;146;190;land;false;plains;1
492;91;197;239;land;false;hills;1
493;224;42;254;land;false;plains;1
494;161;205;214;land;false;plains;1
495;200;173;185;land;true;jungle;1
496;208;250;159;land;false;plains;1
497;57;241;218;land;true;plains;1
498;185;235;196;land;false;jungle;1
499;171;251;205;land;false;forest;1
500;187;204;194;land;false;plains;1
501;234;172;134;land;false;forest;1
502;164;197;171;land;false;forest;1
503;234;212;161;land;false;mountain;1
504;190;72;254;land;false;plains;1
505;244;16;247;land;false;desert;1
506;115;211;216;land;true;plains;1
507;204;249;78;land;false;plains;1
508;200;135;212;land;true;plains;1
509;174;253;206;land;true;plains;1
510;119;218;198;land;false;mountain;1
511;198;159;189;land;true;plains;1
512;169;178;232;land;false;plains;1
513;219;181;137;land;true;forest;1
514;196;209;171;land;false;forest;1
515;246;251;226;land;false;forest;1
516;148;199;211;land;false;plains;1
517;148;113;243;land;false;desert;1
518;229;89;191;land;true;forest;1
519;203;197;242;land;false;forest;1
520;79;251;178;land;false;plains;1
521;250;30;238;land;false;hills;1
522;171;194;151;land;false;plains;1
523;176;226;248;land;false;mountain;1
524;177;223;122;land;false;forest;1
525;250;183;151;land;false;forest;1
526;251;150;115;land;false;plains;1
527;216;137;242;land;false;forest;1
528;192;204;167;land;false;forest;1
529;205;128;194;land;false;forest;1
530;225;158;118;land;false;desert;1
531;96;249;245;land;false;hills;1
532;89;190;231;land;false;plains;1
533;68;206;252;land;false;forest;1
534;89;187;228;land;false;plains;1
535;247;221;53;land;false;forest;1
536;208;94;211;land;false;plains;1
537;118;194;247;land;false;forest;1
538;200;216;242;land;false;desert;1
539;198;212;101;land;false;plains;1
540;97;213;217;land;false;forest;1
541;168;238;220;land;false;plains;1
542;231;186;178;land;false;forest;1
543;208;235;210;land;true;plains;1
544;229;142;185;land;false;plains;1
545;93;208;202;land;false;desert;1
546;222;140;180;land;true;urban;1
547;222;178;192;land;false;plains;1
548;220;159;200;land;true;plains;1
549;155;212;222;land;false;plains;1
550;201;72;246;land;false;desert;1
551;194;184;248;land;true;plains;1
552;118;214;250;land;false;forest;1
553;169;146;231;land;false;plains;1
554;167;228;119;land;false;forest;1
555;236;195;160;land;false;plains;1
556;189;240;74;land;true;plains;1
557;177;180;170;land;false;forest;1
558;226;201;93;land;false;mountain;1
559;148;216;149;land;false;plains;1
560;164;124;227;land;false;desert;1
561;220;202;241;land;false;plains;1
562;230;222;52;land;false;plains;1
563;92;227;207;land;false;forest;1
564;217;142;216;land;false;plains;1
565;45;253;205;land;false;forest;1
566;251;193;86;land;false;plains;1
567;235;218;51;land;false;plains;1
568;214;244;214;land;true;plains;1
569;233;151;163;land;false;plains;1
570;208;175;139;land;false;hills;1
571;84;239;191;land;false;forest;1
572;242;174;117;land;false;plains;1
573;203;143;164;land;false;plains;1
574;151;237;247;land;false;desert;1
575;205;128;188;land;false;plains;1
576;211;218;241;land;false;hills;1
577;244;217;102;land;false;plains;1
578;221;140;208;land;false;forest;1
579;214;106;219;land;false;mountain;1
580;98;244;250;land;false;forest;1
581;214;253;217;land;false;desert;1
582;118;209;251;land;false;plains;1
583;228;136;238;land;false;forest;1
584;51;250;203;land;false;plains;1
585;177;249;176;land;false;mountain;1
586;235;239;176;land;false;forest;1
587;233;206;160;land;false;plains;1
588;93;210;211;land;false;mountain;1
589;188;202;222;land;true;jungle;1
590;196;124;198;land;false;plains;1
591;90;252;219;land;false;forest;1
592;195;185;217;land;false;forest;1
593;254;214;203;land;false;plains;1
594;202;178;125;land;false;plains;1
595;27;237;252;land;false;plains;1
596;217;154;248;land;true;mountain;1
597;254;238;36;land;false;desert;1
598;200;103;215;land;false;forest;1
599;212;227;100;land;false;desert;1
600;123;243;156;land;false;forest;1
601;210;193;184;land;false;plains;1
602;160;179;222;land;false;forest;1
603;129;252;167;land;false;desert;1
604;159;169;244;land;false;forest;1
605;251;81;187;land;false;plains;1
606;166;212;150;land;true;plains;1
607;224;243;232;land;false;forest;1
608;151;188;211;land;false;jungle;1
609;107;220;199;land;true;plains;1
610;248;104;161;land;false;forest;1
611;216;254;65;land;false;hills;1
612;225;129;209;land;false;hills;1
613;219;129;215;land;false;forest;1
614;153;254;136;land;false;plains;1
615;147;125;251;land;false;mountain;1
616;207;241;168;land;true;jungle;1
617;243;131;154;land;true;forest;1
618;241;106;154;land;false;forest;1
619;76;184;245;land;false;plains;1
620;214;187;113;land;false;plains;1
621;154;205;150;land;false;forest;1
622;31;236;251;land;true;forest;1
623;209;131;243;land;false;forest;1
624;249;85;181;land;true;plains;1
625;239;203;243;land;false;forest;1
626;153;240;249;land;false;plains;1
627;206;224;87;land;false;mountain;1
628;237;207;82;land;false;plains;1
629;252;164;234;land;true;plains;1
630;212;235;153;land;true;jungle;1
631;27;238;236;land;false;forest;1
632;213;100;217;land;true;plains;1
633;192;175;149;land;true;plains;1
634;130;209;219;land;false;plains;1
635;79;182;244;land;false;plains;1
636;236;59;254;land;true;plains;1
637;171;236;228;land;false;plains;1
638;251;169;230;land;false;mountain;1
639;53;211;244;land;false;forest;1
640;73;198;247;land;false;desert;1
641;197;176;221;land;false;mountain;1
642;170;209;231;land;false;forest;1
643;252;127;200;land;false;plains;1
644;156;234;191;land;false;forest;1
645;75;177;249;land;false;plains;1
646;224;199;202;land;false;mountain;1
647;249;83;230;land;false;plains;1
648;213;134;199;land;false;forest;1
649;236;195;91;land;true;plains;1
650;138;228;253;land;true;forest;1
651;210;181;207;land;false;hills;1
652;213;238;92;land;false;plains;1
653;247;99;208;land;false;forest;1
654;43;218;241;land;false;mountain;1
655;145;245;244;land;false;plains;1
656;161;248;103;land;false;mountain;1
657;206;213;140;land;false;forest;1
658;218;122;194;land;false;plains;1
659;239;250;185;land;false;forest;1
660;175;207;145;land;false;plains;1
661;253;229;196;land;false;plains;1
662;175;193;170;land;true;jungle;1
663;241;186;154;land;false;forest;1
664;243;213;74;land;true;plains;1
665;188;175;226;land;false;forest;1
666;238;93;238;land;false;desert;1
667;226;235;116;land;false;forest;1
668;253;222;64;land;false;desert;1
669;243;128;148;land;false;forest;1
670;177;213;156;land;true;forest;1
671;205;141;251;land;true;jungle;1
672;239;160;169;land;false;desert;1
673;204;180;204;land;false;mountain;1
674;226;143;237;land;false;plains;1
675;105;253;233;land;false;forest;1
676;80;202;248;land;false;desert;1
677;66;211;246;land;false;forest;1
678;210;147;217;land;false;plains;1
679;156;208;137;land;false;plains;1
680;147;139;242;land;false;forest;1
681;244;163;185;land;false;forest;1
682;244;74;189;land;false;plains;1
683;232;245;36;land;false;plains;1
684;199;247;204;land;false;plains;1
685;146;175;188;land;false;desert;1
686;199;114;213;land;false;forest;1
687;248;13;241;land;false;jungle;1
688;213;208;188;land;false;forest;1
689;210;107;185;land;false;jungle;1
690;246;182;117;land;false;plains;1
691;223;114;196;land;false;plains;1
692;143;147;239;land;false;forest;1
693;194;205;209;land;true;jungle;1
694;219;234;105;land;false;plains;1
695;185;180;146;land;false;forest;1
696;211;199;223;land;false;plains;1
697;185;186;232;land;false;plains;1
698;189;198;240;land;false;forest;1
699;51;235;226;land;false;plains;1
700;161;248;169;land;true;plains;1
701;186;215;131;land;false;plains;1
702;188;135;206;land;false;plains;1
703;177;197;236;land;false;forest;1
704;202;243;143;land;false;forest;1
705;233;141;163;land;true;mountain;1
706;167;184;168;land;false;plains;1
707;235;81;188;land;false;desert;1
708;162;253;97;land;false;plains;1
709;227;223;181;land;false;plains;1
710;49;240;212;land;true;forest;1
711;173;244;239;land;false;forest;1
712;247;191;153;land;true;plains;1
713;201;250;205;land;false;forest;1
714;173;156;253;land;false;jungle;1
715;178;224;183;land;false;desert;1
716;253;201;116;land;false;plains;1
717;244;141;155;land;false;plains;1
718;252;199;67;land;true;forest;1
719;233;200;232;land;false;plains;1
720;86;250;230;land;false;plains;1
721;242;133;168;land;false;mountain;1
722;210;128;223;land;false;forest;1
723;225;233;95;land;false;desert;1
724;123;218;229;land;false;forest;1
725;219;240;94;land;false;plains;1
726;79;248;188;land;false;forest;1
727;229;226;111;land;false;plains;1
728;134;244;181;land;false;desert;1
729;244;118;247;land;false;plains;1
730;148;250;240;land;false;desert;1
731;103;166;232;land;false;plains;1
732;251;154;101;land;false;plains;1
733;222;126;207;land;false;plains;1
734;123;135;247;land;false;desert;1
735;231;218;130;land;true;plains;1
736;252;132;237;land;false;hills;1
737;246;144;223;land;false;jungle;1
738;226;106;252;land;false;plains;1
739;99;254;160;land;false;plains;1
740;202;194;192;land;false;forest;1
741;178;162;207;land;true;plains;1
742;252;82;239;land;false;mountain;1
743;118;183;230;land;false;desert;1
744;220;178;135;land;false;forest;1
745;230;43;228;land;false;mountain;1
746;200;199;151;land;true;plains;1
747;179;226;185;land;false;plains;1
748;229;235;106;land;false;plains;1
749;84;234;232;land;false;desert;1
750;146;200;167;land;false;hills;1
751;252;126;166;land;false;forest;1
752;189;146;239;land;false;plains;1
753;85;249;207;land;false;plains;1
754;251;209;251;land;false;desert;1
755;74;234;246;land;false;forest;1
756;175;219;173;land;false;plains;1
757;188;241;138;land;false;mountain;1
758;201;225;251;land;false;desert;1
759;188;157;156;land;false;forest;1
760;181;155;242;land;false;forest;1
761;197;224;128;land;false;plains;1
762;175;199;225;land;false;plains;1
763;185;164;199;land;false;plains;1
764;241;167;210;land;false;forest;1
765;206;215;96;land;false;plains;1
766;211;254;115;land;true;jungle;1
767;181;222;205;land;false;plains;1
768;175;234;104;land;false;plains;1
769;213;244;183;land;false;plains;1
770;59;197;252;land;false;mountain;1
771;153;145;235;land;false;desert;1
772;165;177;224;land;true;plains;1
773;206;231;99;land;false;desert;1
774;46;251;233;land;false;forest;1
775;231;250;187;land;false;forest;1
776;163;236;224;land;false;desert;1
777;186;201;163;land;false;plains;1
778;244;175;183;land;false;forest;1
779;247;157;160;land;false;plains;1
780;89;242;219;land;false;forest;1
781;254;147;147;land;false;plains;1
782;243;146;248;land;false;forest;1
783;239;208;60;land;false;mountain;1
784;223;183;165;land;false;hills;1
785;154;225;149;land;false;forest;1
786;48;248;207;land;false;plains;1
787;168;236;182;land;false;desert;1
788;121;216;195;land;true;plains;1
789;208;79;218;land;false;plains;1
790;198;225;121;land;true;plains;1
791;205;68;248;land;false;plains;1
792;176;151;207;land;false;forest;1
793;243;209;125;land;false;plains;1
794;200;84;253;land;false;forest;1
795;175;251;126;land;false;plains;1
796;159;167;247;land;false;desert;1
797;144;147;235;land;false;forest;1
798;250;206;118;land;false;plains;1
799;161;253;167;land;true;plains;1
800;194;182;174;land;false;forest;1
801;194;223;93;land;false;mountain;1
802;186;197;194;land;false;mountain;1
803;170;252;174;land;false;mountain;1
804;235;236;194;land;false;forest;1
805;253;206;64;land;true;plains;1
806;215;48;244;land;false;plains;1
807;243;150;208;land;false;jungle;1
808;217;43;244;land;false;forest;1
809;187;121;244;land;false;plains;1
810;198;238;120;land;false;plains;1
811;216;142;253;land;false;hills;1
812;209;229;83;land;false;forest;1
813;166;229;143;land;true;plains;1
814;206;194;220;land;false;forest;1
815;181;209;233;land;false;desert;1
816;237;99;206;land;false;forest;1
