2;bunker;2419.00;13.43;1578.00;5.72;0
2;anti_air_building;2414.00;12.50;1582.00;0.64;0
2;anti_air_building;2438.00;12.55;1566.00;4.76;0
2;anti_air_building;2426.00;13.20;1577.00;2.61;0
2;synthetic_refinery;2434.00;13.12;1556.00;2.71;0
2;fuel_silo;2407.00;12.35;1576.00;0.55;0
2;radar_station;2429.00;12.80;1565.00;4.52;0
2;rocket_site;2413.00;12.40;1583.00;4.77;0
2;nuclear_reactor;2434.00;12.90;1567.00;1.16;0
3;arms_factory;2418.00;12.05;1553.00;0.47;0
3;arms_factory;2423.00;12.75;1568.00;2.04;0
3;arms_factory;2416.00;12.20;1554.00;4.70;0
3;arms_factory;2426.00;12.62;1555.00;2.54;0
3;arms_factory;2423.00;12.60;1557.00;3.74;0
3;arms_factory;2418.00;12.68;1571.00;0.48;0
3;industrial_complex;2426.00;12.78;1551.00;3.14;0
3;industrial_complex;2419.00;12.68;1563.00;5.81;0
3;industrial_complex;2409.00;12.38;1564.00;2.54;0
3;industrial_complex;2427.00;12.70;1558.00;5.21;0
3;industrial_complex;2414.00;12.05;1544.00;1.59;0
3;industrial_complex;2413.00;12.60;1574.00;4.25;0
3;air_base;2416.00;12.20;1554.00;0.99;0
3;bunker;2421.00;12.38;1546.00;3.66;0
3;bunker;2413.00;12.10;1558.00;0.04;0
3;bunker;2409.00;12.40;1572.00;2.70;0
3;bunker;2421.00;12.80;1567.00;5.72;0
3;bunker;2417.00;12.73;1573.00;0.64;0
3;bunker;2425.00;12.70;1558.00;4.76;0
3;bunker;2420.00;12.55;1560.00;2.61;0
3;anti_air_building;2419.00;12.75;1565.00;2.71;0
3;anti_air_building;2414.00;12.62;1574.00;0.55;0
3;anti_air_building;2425.00;12.65;1549.00;3.21;0
3;synthetic_refinery;2410.00;12.40;1573.00;4.77;0
3;fuel_silo;2411.00;12.50;1566.00;1.16;0
3;radar_station;2420.00;12.43;1559.00;0.41;0
3;rocket_site;2419.00;12.80;1567.00;0.20;0
3;nuclear_reactor;2412.00;12.60;1570.00;3.22;0
4;arms_factory;2402.00;11.75;1553.00;4.70;0
4;arms_factory;2390.00;12.70;1553.00;2.54;0
4;arms_factory;2389.00;12.43;1564.00;3.74;0
4;arms_factory;2402.00;11.48;1550.00;0.48;0
4;arms_factory;2405.00;11.78;1555.00;3.14;0
4;arms_factory;2400.00;11.90;1565.00;5.81;0
4;industrial_complex;2386.00;13.23;1559.00;2.54;0
4;industrial_complex;2402.00;11.75;1553.00;5.21;0
4;industrial_complex;2396.00;11.82;1562.00;1.59;0
4;industrial_complex;2404.00;12.03;1562.00;4.25;0
4;industrial_complex;2403.00;11.55;1550.00;0.99;0
4;industrial_complex;2397.00;11.75;1559.00;3.66;0
4;air_base;2399.00;11.73;1559.00;0.04;0
4;bunker;2387.00;13.28;1559.00;2.70;0
4;bunker;2396.00;11.85;1567.00;5.72;0
4;bunker;2401.00;11.80;1555.00;0.64;0
4;bunker;2393.00;12.30;1556.00;4.76;0
4;bunker;2391.00;11.73;1547.00;2.61;0
4;anti_air_building;2404.00;11.75;1554.00;2.71;0
4;anti_air_building;2400.00;11.73;1559.00;0.55;0
4;anti_air_building;2388.00;12.40;1565.00;3.21;0
4;synthetic_refinery;2399.00;11.70;1549.00;4.77;0
4;fuel_silo;2407.00;11.90;1556.00;1.16;0
4;radar_station;2393.00;12.30;1559.00;0.41;0
4;rocket_site;2398.00;11.68;1547.00;0.20;0
4;nuclear_reactor;2405.00;11.75;1554.00;3.22;0
5;arms_factory;2452.00;11.38;1590.00;3.74;0
5;arms_factory;2446.00;11.40;1586.00;0.48;0
5;arms_factory;2446.00;11.40;1587.00;3.14;0
5;arms_factory;2449.00;11.40;1582.00;5.81;0
5;arms_factory;2429.00;13.55;1586.00;2.54;0
5;arms_factory;2430.00;14.25;1588.00;5.21;0
5;industrial_complex;2470.00;10.98;1572.00;1.59;0
5;industrial_complex;2458.00;13.78;1576.00;4.25;0
5;industrial_complex;2450.00;11.40;1581.00;0.99;0
5;industrial_complex;2450.00;13.95;1575.00;3.66;0
5;industrial_complex;2435.00;14.15;1594.00;0.04;0
5;industrial_complex;2455.00;12.93;1571.00;2.70;0
5;air_base;2437.00;12.68;1589.00;5.72;0
5;bunker;2458.00;11.25;1594.00;0.64;0
5;bunker;2469.00;12.38;1583.00;4.76;0
5;bunker;2443.00;11.78;1591.00;2.61;0
5;bunker;2449.00;13.10;1567.00;2.71;0
5;bunker;2431.00;13.88;1594.00;0.55;0
5;bunker;2469.00;11.18;1572.00;3.21;0
5;bunker;2449.00;11.70;1598.00;4.77;0
5;bunker;2461.00;13.25;1575.00;1.16;0
5;bunker;2437.00;12.65;1594.00;5.28;0
5;bunker;2428.00;12.12;1599.00;0.20;0
5;bunker;2454.00;11.93;1566.00;3.22;0
5;bunker;2442.00;11.75;1580.00;5.88;0
5;bunker;2432.00;13.75;1578.00;2.26;0
5;anti_air_building;2449.00;11.50;1590.00;0.11;0
5;anti_air_building;2450.00;11.50;1591.00;1.67;0
5;anti_air_building;2443.00;11.50;1587.00;5.79;0
5;synthetic_refinery;2450.00;14.28;1571.00;0.71;0
5;fuel_silo;2449.00;11.40;1583.00;4.83;0
5;radar_station;2450.00;11.40;1584.00;2.12;0
5;rocket_site;2468.00;15.10;1579.00;2.78;0
5;nuclear_reactor;2471.00;11.30;1573.00;5.44;0
6;arms_factory;2452.00;11.05;1676.00;3.14;0
6;arms_factory;2446.00;11.85;1681.00;5.81;0
6;arms_factory;2456.00;11.50;1684.00;2.54;0
6;arms_factory;2464.00;11.30;1660.00;5.21;0
6;arms_factory;2452.00;11.25;1669.00;1.59;0
6;arms_factory;2463.00;10.88;1669.00;4.25;0
6;industrial_complex;2460.00;11.70;1681.00;0.99;0
6;industrial_complex;2462.00;10.93;1671.00;3.66;0
6;industrial_complex;2455.00;10.93;1675.00;0.04;0
6;industrial_complex;2462.00;10.18;1694.00;2.70;0
6;industrial_complex;2462.00;10.62;1655.00;5.72;0
6;industrial_complex;2457.00;10.65;1660.00;0.64;0
6;air_base;2472.00;10.60;1658.00;4.76;0
6;naval_base;2475.00;9.82;1675.00;1.57;13203
6;naval_base;2474.00;9.50;1688.00;-4.39;11309
6;naval_base;2474.00;9.82;1677.00;0.64;13203
6;naval_base;2478.00;9.85;1664.00;1.41;13203
6;naval_base;2460.00;9.82;1701.00;-4.12;11309
6;bunker;2467.00;10.73;1674.00;1.16;0
6;bunker;2460.00;10.93;1671.00;5.28;0
6;bunker;2464.00;11.30;1660.00;0.20;0
6;bunker;2469.00;9.88;1690.00;3.22;0
6;bunker;2463.00;11.25;1677.00;5.88;0
6;bunker;2459.00;11.68;1683.00;2.26;0
6;bunker;2476.00;10.07;1659.00;0.11;0
6;bunker;2470.00;10.23;1681.00;1.67;0
6;bunker;2453.00;11.53;1688.00;5.79;0
6;bunker;2460.00;10.15;1695.00;0.71;0
6;bunker;2455.00;10.90;1674.00;4.83;0
6;bunker;2474.00;10.25;1667.00;0.11;0
6;coastal_bunker;2466.00;9.88;1694.00;-4.39;0
6;coastal_bunker;2472.00;9.85;1682.00;-3.93;0
6;coastal_bunker;2460.00;9.95;1699.00;-4.12;0
6;coastal_bunker;2478.00;9.80;1662.00;1.41;0
6;coastal_bunker;2477.00;9.98;1668.00;1.57;0
6;dockyard;2473.00;9.75;1692.00;-4.39;0
6;anti_air_building;2455.00;10.68;1697.00;5.45;0
6;anti_air_building;2463.00;11.25;1663.00;3.29;0
6;anti_air_building;2458.00;10.85;1669.00;5.95;0
6;synthetic_refinery;2469.00;11.00;1660.00;2.33;0
6;fuel_silo;2452.00;11.85;1693.00;3.89;0
6;radar_station;2461.00;11.25;1676.00;3.08;0
6;rocket_site;2468.00;10.12;1685.00;4.40;0
6;nuclear_reactor;2457.00;10.82;1655.00;0.78;0
7;arms_factory;2421.00;11.43;1654.00;2.54;0
7;arms_factory;2423.00;11.88;1663.00;5.21;0
7;arms_factory;2442.00;11.68;1658.00;1.59;0
7;arms_factory;2412.00;11.32;1636.00;4.25;0
7;arms_factory;2450.00;11.25;1652.00;0.99;0
7;arms_factory;2417.00;11.43;1641.00;3.66;0
7;industrial_complex;2451.00;11.12;1656.00;0.04;0
7;industrial_complex;2420.00;11.48;1657.00;2.70;0
7;industrial_complex;2441.00;11.35;1652.00;5.72;0
7;industrial_complex;2425.00;11.93;1660.00;0.64;0
7;industrial_complex;2425.00;11.60;1652.00;4.76;0
7;industrial_complex;2422.00;11.43;1642.00;2.61;0
7;air_base;2428.00;11.50;1655.00;2.71;0
7;bunker;2444.00;11.45;1659.00;0.55;0
7;bunker;2409.00;11.23;1634.00;3.21;0
7;bunker;2422.00;11.55;1655.00;4.77;0
7;bunker;2426.00;11.73;1642.00;1.16;0
7;bunker;2432.00;11.55;1657.00;5.28;0
7;bunker;2429.00;11.75;1658.00;0.20;0
7;bunker;2445.00;11.25;1650.00;3.22;0
7;anti_air_building;2416.00;11.30;1652.00;5.88;0
7;anti_air_building;2450.00;11.20;1656.00;2.26;0
7;anti_air_building;2414.00;11.50;1646.00;0.11;0
7;synthetic_refinery;2446.00;11.35;1651.00;1.67;0
7;fuel_silo;2424.00;12.00;1660.00;5.79;0
7;radar_station;2430.00;11.28;1648.00;1.43;0
7;rocket_site;2421.00;11.38;1642.00;4.83;0
7;nuclear_reactor;2427.00;11.60;1655.00;0.11;0
8;arms_factory;2436.00;11.23;1648.00;1.59;0
8;arms_factory;2436.00;11.23;1648.00;4.25;0
8;arms_factory;2438.00;11.23;1647.00;0.99;0
8;arms_factory;2441.00;11.00;1646.00;3.66;0
8;arms_factory;2441.00;11.00;1646.00;0.04;0
8;arms_factory;2434.00;11.20;1646.00;2.70;0
8;industrial_complex;2434.00;11.20;1646.00;5.72;0
8;industrial_complex;2438.00;11.15;1645.00;0.64;0
8;industrial_complex;2431.00;11.15;1645.00;4.76;0
8;industrial_complex;2431.00;11.15;1645.00;2.61;0
8;industrial_complex;2436.00;11.07;1644.00;2.71;0
8;industrial_complex;2438.00;11.05;1644.00;0.55;0
8;air_base;2440.00;10.98;1643.00;3.21;0
8;bunker;2440.00;10.98;1643.00;4.77;0
8;anti_air_building;2433.00;11.20;1643.00;1.16;0
8;anti_air_building;2438.00;11.15;1648.00;5.28;0
8;anti_air_building;2438.00;11.15;1648.00;0.20;0
8;synthetic_refinery;2440.00;11.03;1647.00;3.22;0
8;fuel_silo;2432.00;11.25;1648.00;5.88;0
8;radar_station;2437.00;11.20;1646.00;4.07;0
8;rocket_site;2435.00;11.20;1646.00;0.11;0
8;nuclear_reactor;2436.00;11.20;1646.00;1.67;0
9;arms_factory;2420.00;11.20;1622.00;0.99;0
9;arms_factory;2430.00;11.82;1612.00;3.66;0
9;arms_factory;2438.00;11.38;1635.00;0.04;0
9;arms_factory;2424.00;11.80;1613.00;2.70;0
9;arms_factory;2435.00;11.38;1637.00;5.72;0
9;arms_factory;2426.00;11.68;1630.00;0.64;0
9;industrial_complex;2409.00;11.50;1623.00;4.76;0
9;industrial_complex;2427.00;11.80;1631.00;2.61;0
9;industrial_complex;2439.00;11.35;1635.00;2.71;0
9;industrial_complex;2427.00;11.75;1632.00;0.55;0
9;industrial_complex;2437.00;11.28;1637.00;3.21;0
9;industrial_complex;2462.00;10.55;1639.00;4.77;0
9;air_base;2435.00;11.55;1612.00;1.16;0
9;bunker;2429.00;11.80;1631.00;5.28;0
9;bunker;2451.00;11.10;1639.00;0.20;0
9;bunker;2451.00;11.20;1644.00;3.22;0
9;bunker;2432.00;11.55;1616.00;5.88;0
9;bunker;2413.00;11.40;1616.00;2.26;0
9;bunker;2421.00;11.95;1610.00;0.11;0
9;bunker;2447.00;11.32;1640.00;1.67;0
9;bunker;2433.00;11.68;1632.00;5.79;0
9;bunker;2415.00;11.20;1630.00;0.71;0
9;bunker;2423.00;11.55;1617.00;4.83;0
9;bunker;2427.00;11.43;1624.00;0.11;0
9;bunker;2423.00;11.30;1623.00;2.78;0
9;anti_air_building;2451.00;11.10;1640.00;5.44;0
9;anti_air_building;2432.00;11.60;1623.00;2.17;0
9;anti_air_building;2412.00;11.40;1616.00;3.38;0
9;synthetic_refinery;2430.00;11.88;1611.00;1.22;0
9;fuel_silo;2412.00;11.40;1617.00;5.34;0
9;radar_station;2437.00;11.55;1629.00;1.67;0
9;rocket_site;2410.00;11.50;1618.00;3.29;0
9;nuclear_reactor;2427.00;11.43;1624.00;5.95;0
10;arms_factory;2406.00;12.25;1593.00;0.04;0
10;arms_factory;2412.00;12.30;1598.00;2.70;0
10;arms_factory;2412.00;12.40;1601.00;5.72;0
10;arms_factory;2408.00;12.20;1594.00;0.64;0
10;arms_factory;2423.00;12.90;1584.00;4.76;0
10;arms_factory;2413.00;12.32;1603.00;2.61;0
10;industrial_complex;2412.00;12.23;1595.00;2.71;0
10;industrial_complex;2406.00;12.40;1591.00;0.55;0
10;industrial_complex;2415.00;12.20;1605.00;3.21;0
10;industrial_complex;2407.00;12.40;1588.00;4.77;0
10;industrial_complex;2406.00;12.35;1592.00;1.16;0
10;industrial_complex;2418.00;12.20;1594.00;5.28;0
10;air_base;2410.00;12.32;1589.00;0.20;0
10;bunker;2408.00;12.20;1593.00;3.22;0
10;bunker;2417.00;12.25;1602.00;5.88;0
10;bunker;2422.00;12.38;1591.00;2.26;0
10;bunker;2416.00;12.30;1599.00;0.11;0
10;anti_air_building;2415.00;12.23;1595.00;1.67;0
10;anti_air_building;2414.00;12.25;1591.00;5.79;0
10;anti_air_building;2419.00;12.20;1591.00;0.71;0
10;synthetic_refinery;2415.00;12.30;1598.00;4.83;0
10;fuel_silo;2414.00;12.20;1592.00;0.11;0
10;radar_station;2416.00;12.25;1596.00;3.61;0
10;rocket_site;2411.00;12.40;1601.00;5.44;0
10;nuclear_reactor;2420.00;12.20;1606.00;2.17;0
11;arms_factory;2486.00;10.05;1644.00;5.72;0
11;arms_factory;2478.00;10.20;1642.00;0.64;0
11;arms_factory;2472.00;10.55;1652.00;4.76;0
11;arms_factory;2472.00;10.55;1652.00;2.61;0
11;arms_factory;2484.00;10.00;1646.00;2.71;0
11;arms_factory;2478.00;10.30;1640.00;0.55;0
11;industrial_complex;2465.00;10.60;1647.00;3.21;0
11;industrial_complex;2465.00;10.60;1647.00;4.77;0
11;industrial_complex;2472.00;10.23;1645.00;1.16;0
11;industrial_complex;2474.00;10.28;1643.00;5.28;0
11;industrial_complex;2474.00;10.28;1643.00;0.20;0
11;industrial_complex;2476.00;9.90;1652.00;3.22;0
11;air_base;2477.00;9.93;1652.00;5.88;0
11;naval_base;2486.00;9.88;1646.00;-3.14;13203
11;naval_base;2476.00;9.50;1650.00;1.11;13203
11;bunker;2469.00;10.38;1647.00;1.67;0
11;bunker;2467.00;10.38;1645.00;5.79;0
11;bunker;2472.00;10.65;1653.00;0.71;0
11;bunker;2474.00;10.28;1643.00;4.83;0
11;bunker;2483.00;10.07;1642.00;0.11;0
11;coastal_bunker;2473.00;9.82;1649.00;1.11;0
11;coastal_bunker;2473.00;9.95;1646.00;-3.14;0
11;dockyard;2473.00;9.95;1646.00;-3.14;0
11;anti_air_building;2469.00;10.30;1644.00;3.38;0
11;anti_air_building;2472.00;10.28;1644.00;1.22;0
11;anti_air_building;2472.00;10.28;1644.00;5.34;0
11;synthetic_refinery;2477.00;10.28;1641.00;5.45;0
11;fuel_silo;2467.00;10.40;1641.00;3.29;0
11;radar_station;2476.00;9.50;1647.00;0.90;0
11;rocket_site;2484.00;10.00;1645.00;2.33;0
11;nuclear_reactor;2483.00;10.05;1638.00;3.89;0
12;arms_factory;2466.00;10.38;1636.00;4.76;0
12;arms_factory;2477.00;10.73;1607.00;2.61;0
12;arms_factory;2467.00;10.40;1630.00;2.71;0
12;arms_factory;2487.00;9.90;1629.00;0.55;0
12;arms_factory;2466.00;10.93;1598.00;3.21;0
12;arms_factory;2482.00;10.10;1626.00;4.77;0
12;industrial_complex;2472.00;10.80;1609.00;1.16;0
12;industrial_complex;2467.00;10.40;1619.00;5.28;0
12;industrial_complex;2471.00;10.88;1606.00;0.20;0
12;industrial_complex;2452.00;11.20;1625.00;3.22;0
12;industrial_complex;2474.00;10.20;1620.00;5.88;0
12;industrial_complex;2450.00;11.30;1623.00;2.26;0
12;air_base;2473.00;10.30;1622.00;0.11;0
12;bunker;2452.00;11.40;1609.00;1.67;0
12;bunker;2472.00;10.73;1612.00;5.79;0
12;bunker;2473.00;10.85;1602.00;0.71;0
12;bunker;2480.00;10.00;1629.00;4.83;0
12;bunker;2449.00;11.40;1608.00;0.11;0
12;bunker;2444.00;11.40;1628.00;2.78;0
12;bunker;2461.00;10.70;1619.00;5.44;0
12;bunker;2481.00;9.85;1613.00;2.17;0
12;bunker;2476.00;10.20;1634.00;3.38;0
12;bunker;2467.00;10.40;1629.00;1.22;0
12;bunker;2465.00;10.50;1617.00;5.34;0
12;bunker;2482.00;10.40;1620.00;5.45;0
12;bunker;2466.00;10.90;1596.00;3.29;0
12;anti_air_building;2465.00;10.80;1609.00;5.95;0
12;anti_air_building;2446.00;11.40;1626.00;2.33;0
12;anti_air_building;2478.00;10.07;1630.00;3.89;0
12;synthetic_refinery;2458.00;10.90;1613.00;1.73;0
12;fuel_silo;2471.00;10.30;1628.00;4.40;0
12;radar_station;2466.00;10.48;1617.00;2.31;0
12;rocket_site;2445.00;11.40;1608.00;2.34;0
12;nuclear_reactor;2477.00;10.23;1612.00;0.18;0
13;arms_factory;2486.00;10.23;1581.00;2.71;0
13;arms_factory;2475.00;10.20;1589.00;0.55;0
13;arms_factory;2480.00;10.48;1597.00;3.21;0
13;arms_factory;2484.00;10.20;1588.00;4.77;0
13;arms_factory;2496.00;9.90;1597.00;1.16;0
13;arms_factory;2483.00;10.30;1594.00;5.28;0
13;industrial_complex;2495.00;9.93;1597.00;0.20;0
13;industrial_complex;2491.00;10.10;1604.00;3.22;0
13;industrial_complex;2485.00;10.25;1585.00;5.88;0
13;industrial_complex;2490.00;10.15;1604.00;2.26;0
13;industrial_complex;2485.00;10.23;1583.00;0.11;0
13;industrial_complex;2483.00;10.20;1589.00;1.67;0
13;air_base;2479.00;10.75;1600.00;5.79;0
13;bunker;2482.00;10.20;1589.00;0.71;0
13;bunker;2495.00;10.18;1601.00;4.83;0
13;bunker;2478.00;10.45;1596.00;0.11;0
13;bunker;2489.00;10.15;1583.00;2.78;0
13;bunker;2476.00;12.75;1580.00;5.44;0
13;bunker;2490.00;10.00;1586.00;2.17;0
13;bunker;2488.00;9.95;1607.00;3.38;0
13;anti_air_building;2494.00;10.00;1586.00;1.22;0
13;anti_air_building;2482.00;10.20;1590.00;5.34;0
13;anti_air_building;2492.00;10.00;1586.00;5.45;0
13;synthetic_refinery;2489.00;10.23;1596.00;3.29;0
13;fuel_silo;2496.00;9.95;1598.00;5.95;0
13;radar_station;2484.00;10.25;1594.00;3.84;0
13;rocket_site;2483.00;10.00;1580.00;3.89;0
13;nuclear_reactor;2471.00;10.10;1588.00;1.73;0
14;arms_factory;2506.00;10.23;1601.00;3.21;0
14;arms_factory;2506.00;10.57;1614.00;4.77;0
14;arms_factory;2514.00;9.82;1624.00;1.16;0
14;arms_factory;2506.00;10.00;1608.00;5.28;0
14;arms_factory;2502.00;9.88;1623.00;0.20;0
14;arms_factory;2508.00;9.88;1606.00;3.22;0
14;industrial_complex;2517.00;10.00;1613.00;5.88;0
14;industrial_complex;2516.00;9.98;1621.00;2.26;0
14;industrial_complex;2496.00;10.40;1618.00;0.11;0
14;industrial_complex;2498.00;10.40;1617.00;1.67;0
14;industrial_complex;2506.00;10.00;1604.00;5.79;0
14;industrial_complex;2513.00;9.95;1609.00;0.71;0
14;air_base;2515.00;9.80;1627.00;4.83;0
14;bunker;2509.00;10.23;1611.00;0.11;0
14;bunker;2519.00;10.10;1613.00;2.78;0
14;bunker;2499.00;9.90;1608.00;5.44;0
14;bunker;2495.00;10.05;1625.00;2.17;0
14;bunker;2504.00;10.30;1619.00;3.38;0
14;bunker;2492.00;10.40;1620.00;1.22;0
14;bunker;2510.00;10.45;1618.00;5.34;0
14;bunker;2525.00;10.00;1621.00;5.45;0
14;anti_air_building;2500.00;9.85;1606.00;3.29;0
14;anti_air_building;2498.00;10.18;1623.00;5.95;0
14;anti_air_building;2508.00;10.65;1614.00;2.33;0
14;synthetic_refinery;2509.00;10.53;1613.00;3.89;0
14;fuel_silo;2520.00;10.10;1619.00;1.73;0
14;radar_station;2507.00;10.48;1616.00;4.56;0
14;rocket_site;2499.00;10.23;1622.00;0.78;0
14;nuclear_reactor;2518.00;10.05;1613.00;2.34;0
15;arms_factory;2512.00;9.80;1634.00;1.16;0
15;arms_factory;2508.00;9.80;1635.00;5.28;0
15;arms_factory;2505.00;10.03;1651.00;0.20;0
15;arms_factory;2519.00;9.82;1641.00;3.22;0
15;arms_factory;2499.00;9.93;1645.00;5.88;0
15;arms_factory;2501.00;10.00;1645.00;2.26;0
15;industrial_complex;2503.00;9.98;1645.00;0.11;0
15;industrial_complex;2504.00;9.98;1641.00;1.67;0
15;industrial_complex;2507.00;9.98;1641.00;5.79;0
15;industrial_complex;2503.00;9.85;1636.00;0.71;0
15;industrial_complex;2502.00;9.80;1629.00;4.83;0
15;industrial_complex;2504.00;9.80;1629.00;0.11;0
15;air_base;2506.00;10.18;1655.00;2.78;0
15;naval_base;2500.00;9.50;1655.00;-1.89;13203
15;naval_base;2505.00;9.98;1657.00;-3.14;13203
15;naval_base;2493.00;9.82;1650.00;-2.11;13203
15;bunker;2491.00;10.07;1641.00;1.22;0
15;bunker;2496.00;9.90;1642.00;5.34;0
15;bunker;2503.00;9.80;1629.00;5.45;0
15;bunker;2509.00;10.28;1653.00;3.29;0
15;bunker;2508.00;9.95;1642.00;5.95;0
15;bunker;2511.00;9.98;1641.00;2.33;0
15;bunker;2509.00;9.80;1632.00;3.89;0
15;bunker;2501.00;9.90;1650.00;1.73;0
15;bunker;2497.00;9.80;1637.00;4.40;0
15;coastal_bunker;2492.00;10.10;1648.00;-2.11;0
15;coastal_bunker;2504.00;9.82;1657.00;-3.14;0
15;coastal_bunker;2503.00;9.85;1656.00;-1.89;0
15;dockyard;2514.00;10.05;1656.00;-3.14;0
15;anti_air_building;2513.00;10.32;1651.00;5.50;0
15;anti_air_building;2506.00;10.15;1652.00;2.24;0
15;anti_air_building;2495.00;10.10;1646.00;3.45;0
15;synthetic_refinery;2497.00;9.90;1646.00;1.29;0
15;fuel_silo;2499.00;9.95;1646.00;2.85;0
15;radar_station;2504.00;10.00;1643.00;1.09;0
15;rocket_site;2505.00;9.98;1642.00;1.90;0
15;nuclear_reactor;2501.00;9.85;1637.00;6.02;0
